PassengerId,Survived_pred,Prob_survived
892,0,0.16109401259488387
893,0,0.41775361690242574
894,0,0.13211000785792812
895,0,0.14827842713781048
896,0,0.46326762533195076
897,0,0.18168714383445664
898,1,0.8518405190596638
899,0,0.1707344468702372
900,1,0.7815433942663874
901,0,0.10450827449098336
902,0,0.14792907507575956
903,0,0.1588356622218654
904,1,0.8899446335351285
905,0,0.16194902113806725
906,1,0.9120923167625123
907,1,0.8911215188551618
908,0,0.13823392630062423
909,0,0.1732289649098248
910,0,0.42219938965952053
911,1,0.5321879639755622
912,0,0.2733311594987566
913,1,0.5238492333276583
914,1,0.9034940111875713
915,0,0.289820105295987
916,1,0.5184312885341463
917,0,0.14050166450133375
918,1,0.8965028828185242
919,0,0.16805656372479819
920,0,0.15790189098418758
921,0,0.1587011556633359
922,0,0.15750386029022
923,0,0.1405287260284658
924,0,0.34205849033490304
925,0,0.37282889606197983
926,0,0.21873787667587297
927,0,0.18484495386948793
928,1,0.5201754004769085
929,1,0.5457111805472725
930,0,0.14882115990581815
931,0,0.26403087749545257
932,0,0.11177008066502431
933,0,0.1586568721715169
934,0,0.15931865381268506
935,1,0.8624885878432577
936,1,0.913163580838495
937,0,0.1467081368532574
938,0,0.16156163359977846
939,0,0.1554255030047206
940,1,0.8149658545121894
941,0,0.511827404387297
942,0,0.183680399498578
943,0,0.13559986939096105
944,1,0.7434805342357246
945,1,0.8546945095706543
946,0,0.13468921833282704
947,0,0.13135030806124195
948,0,0.15555063187194526
949,0,0.14635007676239262
950,0,0.11897348083802682
951,1,0.826637572113894
952,0,0.16235383363572273
953,0,0.14831294448159393
954,0,0.15804116207413088
955,1,0.860613390555265
956,0,0.5128726501406073
957,1,0.8743305577647547
958,1,0.858561277113528
959,0,0.15910630858029393
960,0,0.15674094641434558
961,0,0.25496413592015255
962,1,0.8604232739610794
963,0,0.150039798270077
964,1,0.5173133181371777
965,0,0.15889728982625173
966,1,0.8537917885188592
967,0,0.16253213016638082
968,0,0.14813529834006042
969,1,0.8030516284623086
970,0,0.14603237248535883
971,1,0.8604232739610794
972,1,0.6448911231129342
973,0,0.5
974,0,0.15841783234152787
975,0,0.14792907507575956
976,0,0.135044169784292
977,0,0.15236974536052694
978,1,0.8580262454796804
979,1,0.5591923184199776
980,1,0.8563138936633703
981,1,0.8720862882777727
982,0,0.4589609434672048
983,0,0.14776823651260515
984,1,0.9206115987517314
985,0,0.14813529834006042
986,0,0.16579980653333343
987,0,0.14653951234265658
988,1,0.7050903758606963
989,0,0.14884069284492635
990,1,0.5476488112594616
991,0,0.1535077439683761
992,1,0.8979154598297567
993,0,0.14203477364994313
994,0,0.1554255030047206
995,0,0.14665555681165254
996,1,0.8147460469853434
997,0,0.1721850442652269
998,0,0.1570107431980801
999,0,0.1554255030047206
1000,0,0.1490330009978837
1001,0,0.16320727997790574
1002,0,0.1355604875293418
1003,1,0.8563510207400736
1004,1,0.8548369581405165
1005,1,0.8583501672181825
1006,1,0.8066837411770613
1007,0,0.2087875772604672
1008,0,0.1567590222339389
1009,1,0.8360817595474916
1010,0,0.16424764793945484
1011,1,0.8564403508509315
1012,1,0.8537336673534048
1013,0,0.1561716856482028
1014,1,0.8995211849072786
1015,0,0.14707652624348208
1016,0,0.1554255030047206
1017,1,0.7391140940687861
1018,0,0.14837120674841925
1019,1,0.7764502676438683
1020,0,0.1578158989675976
1021,0,0.14706932797291686
1022,0,0.15232161698879843
1023,0,0.1596868762057155
1024,0,0.2949947949311674
1025,0,0.14760908057713068
1026,0,0.15931300231750206
1027,0,0.14681441504429596
1028,0,0.15928010492596953
1029,0,0.1450047000076956
1030,1,0.5352848341695449
1031,0,0.20676858222221425
1032,0,0.21273954379976862
1033,1,0.8801473203933391
1034,0,0.2569187294306145
1035,0,0.1560983574974533
1036,0,0.15833233215136513
1037,0,0.11803243952166569
1038,0,0.1587061024591003
1039,0,0.1486996341513699
1040,0,0.1586568721715169
1041,0,0.13394879339973723
1042,1,0.8860730827368217
1043,0,0.15795528598475744
1044,0,0.15660049530053213
1045,0,0.5
1046,0,0.09958966054252161
1047,0,0.14642160485062472
1048,1,0.8518198083953257
1049,1,0.5345733520770741
1050,0,0.15833233215136513
1051,1,0.6196454940016844
1052,1,0.8562926485069666
1053,1,0.6117778744210887
1054,1,0.8595575297574202
1055,0,0.14675130281045137
1056,0,0.15734258794262748
1057,0,0.4433173682609339
1058,0,0.17226787496320325
1059,0,0.09612776801395782
1060,1,0.8533049898262816
1061,1,0.5424920930319772
1062,0,0.14747033734244125
1063,0,0.1585842916131347
1064,0,0.1232455993144789
1065,0,0.15739972168991231
1066,0,0.15574058345607011
1067,1,0.9204079876816628
1068,1,0.8825353838559831
1069,0,0.26788656383114207
1070,1,0.6654038008405634
1071,1,0.6534533206909648
1072,0,0.14603237248535883
1073,0,0.24323368851462127
1074,1,0.8921217828149208
1075,0,0.1554255030047206
1076,1,0.878670409009745
1077,0,0.15882666752475208
1078,1,0.9207247552168246
1079,0,0.11671849204793154
1080,0,0.15875125562591996
1081,0,0.15669608898562312
1082,0,0.14003127405516932
1083,0,0.15864625030453067
1084,0,0.3613109591024229
1085,0,0.13182928273526848
1086,1,0.8134150675218504
1087,0,0.15323881312270846
1088,1,0.6057380090046907
1089,1,0.5582892889240171
1090,0,0.1463695443526875
1091,1,0.5204202529341677
1092,1,0.8652791707746454
1093,1,0.8488508292038162
1094,0,0.4092420832511961
1095,1,0.9409347800619026
1096,0,0.14378298277873808
1097,0,0.15937044651424762
1098,1,0.8329129490245015
1099,0,0.14482566439978048
1100,1,0.8523644852867381
1101,0,0.14666996441910468
1102,0,0.17687441139247467
1103,0,0.14681613301219404
1104,0,0.25325085966262345
1105,1,0.7731428487296479
1106,0,0.2927501260603363
1107,0,0.15803359716420057
1108,1,0.8564779741293929
1109,0,0.2928861982057586
1110,1,0.8945029833069466
1111,0,0.14813529834006042
1112,1,0.8606314764159122
1113,0,0.15023923719860754
1114,1,0.8497048662356019
1115,0,0.14991099532275143
1116,1,0.7876481769904065
1117,1,0.6531210566812773
1118,0,0.14733175769695625
1119,1,0.8563138936633703
1120,0,0.16981605329078353
1121,0,0.15272713328416332
1122,0,0.26977085996133265
1123,1,0.8864008281073139
1124,0,0.12412272003376949
1125,0,0.1555017473869714
1126,0,0.23892986233655392
1127,0,0.1520821495938429
1128,0,0.2919347296617591
1129,0,0.17739022341447633
1130,1,0.8959992854322346
1131,1,0.9086417048778475
1132,1,0.7734289967928009
1133,1,0.7998301947782122
1134,0,0.26702295045690483
1135,0,0.14791800395323784
1136,0,0.08309215513569944
1137,0,0.16330257341837653
1138,1,0.8669917749441461
1139,0,0.11139152832252021
1140,1,0.8564403508509315
1141,1,0.6912043179960782
1142,1,0.9324185244867046
1143,0,0.15217362413558783
1144,0,0.21793170528676173
1145,0,0.1487692231358639
1146,0,0.154956598270286
1147,0,0.14747033734244125
1148,0,0.1554255030047206
1149,0,0.14813529834006042
1150,1,0.8514690787924345
1151,0,0.14988425715032916
1152,0,0.12714020592609793
1153,0,0.1499861651448415
1154,1,0.8700338669883589
1155,1,0.8330169061853283
1156,0,0.132003520874256
1157,0,0.14792907507575956
1158,0,0.15873207355782568
1159,0,0.14747033734244125
1160,1,0.5201754004769085
1161,0,0.16337718152350222
1162,0,0.18402842601000677
1163,0,0.1554255030047206
1164,1,0.8741172096458246
1165,1,0.8563751265562956
1166,0,0.15739626797234013
1167,1,0.8524482669991542
1168,0,0.1431329826891536
1169,0,0.1473880463033502
1170,0,0.13656581334759665
1171,0,0.14847065445962163
1172,1,0.5375142380654142
1173,1,0.7660070454066297
1174,1,0.8563138936633703
1175,1,0.8957070966829742
1176,1,0.8268660104249118
1177,0,0.15567755936927927
1178,0,0.14707652624348208
1179,0,0.18212513352147217
1180,0,0.15739972168991231
1181,0,0.14813529834006042
1182,0,0.15883236268944273
1183,1,0.850926501275248
1184,0,0.15739972168991231
1185,0,0.1678310723407719
1186,0,0.1588032608180622
1187,0,0.1468141083109326
1188,1,0.9381021861003477
1189,0,0.1587011556633359
1190,0,0.1564743705438475
1191,0,0.148745585301618
1192,0,0.151945570561914
1193,0,0.13443733082305398
1194,0,0.11977161506238047
1195,0,0.1478772810630951
1196,1,0.8563138936633703
1197,1,0.7979823388054077
1198,0,0.33322217541156557
1199,1,0.7735680051137069
1200,0,0.17602299321843495
1201,0,0.4412729077903985
1202,0,0.15924505136770245
1203,0,0.1696472091545768
1204,0,0.14750332962349005
1205,1,0.821411613263041
1206,1,0.8719299511374689
1207,1,0.8574395573477139
1208,0,0.4108583366286466
1209,0,0.15872069012563897
1210,0,0.1471953099900931
1211,0,0.14817788480355468
1212,0,0.14665555681165254
1213,0,0.16184615087532436
1214,0,0.1450047000076956
1215,0,0.15575625500695833
1216,1,0.8668214373220778
1217,0,0.1463815118550893
1218,1,0.7988861906816147
1219,0,0.186138958933305
1220,0,0.13944775211304064
1221,0,0.15316036578693953
1222,1,0.7881469480330539
1223,0,0.15859338669658496
1224,0,0.15739626797234013
1225,1,0.7794471089191858
1226,0,0.1472503673559905
1227,0,0.1567208246912691
1228,0,0.1479470479209391
1229,0,0.12000014859810011
1230,0,0.1628459200323318
1231,0,0.15739972168991231
1232,0,0.16367082592613091
1233,0,0.15167982942581099
1234,0,0.4297076249618422
1235,1,0.7325039312541008
1236,0,0.08106285176339773
1237,1,0.5707375191820302
1238,0,0.1450047000076956
1239,1,0.611359760913264
1240,0,0.14707491772263062
1241,1,0.8770774540442926
1242,1,0.8812498296587312
1243,0,0.14378298277873808
1244,0,0.24553288720354516
1245,0,0.14537128192740603
1246,1,0.7890935110022891
1247,0,0.15815739338989573
1248,1,0.8023205664825633
1249,0,0.14790693580147787
1250,0,0.1554255030047206
1251,0,0.4420385196844527
1252,0,0.18465913112254473
1253,1,0.9091007234086839
1254,1,0.8770774540442926
1255,0,0.14827842713781048
1256,1,0.8916283231783031
1257,0,0.4241231816090041
1258,0,0.15237265957245957
1259,1,0.6503073734709537
1260,1,0.8789289139614708
1261,0,0.13305291077183518
1262,0,0.15871311302543337
1263,1,0.8551003656034639
1264,0,0.16169447074288135
1265,0,0.15821626754083387
1266,1,0.9067095063211146
1267,1,0.842142423912019
1268,0,0.30599265445296886
1269,0,0.1519609406078469
1270,0,0.15970075536880607
1271,0,0.13305496947703588
1272,0,0.1554255030047206
1273,0,0.15451373464407261
1274,1,0.5457841388262872
1275,0,0.4842674191014147
1276,0,0.1448294081079776
1277,1,0.8564178040529352
1278,0,0.14671176683085013
1279,0,0.14949078456641843
1280,0,0.15696923601365903
1281,0,0.1323683962845193
1282,0,0.17240869168669423
1283,1,0.9034290213557962
1284,1,0.5315174631467183
1285,0,0.15613500483617035
1286,0,0.05556866344403975
1287,1,0.8906686970032394
1288,0,0.1541234585909854
1289,1,0.9140230069552101
